"","age","edu","inc","car","acc"
"11293",24,"College",91630.1047859777,"Standard",0
"11294",21,"High School",67336.7892634339,"Standard",0
"11295",35,"College",124323.979874639,"Standard",0
"11296",24,"High School",71299.4714165748,"Truck",0
"11297",24,"College",86066.2620159477,"Standard",0
"11298",22,"College",91193.5202112949,"Luxury",0
"11299",24,"College",91724.7818763776,"Standard",0
"11300",23,"College",101609.676776873,"Standard",1
"11301",25,"High School",82651.2420318784,"Truck",0
"11302",18,"College",48971.8141733853,"Standard",0
"11303",34,"High School",91493.0645489849,"Luxury",0
"11304",18,"High School",38811.9619631522,"Standard",1
"11305",21,"College",60321.7448239629,"Truck",0
"11306",29,"High School",82201.9594050145,"Truck",0
"11307",25,"College",84325.4245896489,"Standard",0
"11308",19,"High School",36378.7315498019,"Standard",1
"11309",22,"College",94472.4637398738,"Truck",0
"11310",24,"High School",84121.5289057318,"Standard",0
"11311",38,"College",126530.054723094,"Truck",1
"11312",27,"College",90771.5613166133,"Standard",0
"11313",22,"College",85899.0788290556,"Standard",0
"11314",21,"College",65717.5873565907,"Truck",0
"11315",49,"College",116518.545480328,"Truck",0
"11316",19,"College",63464.2542687588,"Truck",1
"11317",22,"College",96793.8924451818,"Standard",0
"11318",22,"High School",61241.3471666378,"Truck",1
"11319",19,"College",57113.0997161218,"Standard",0
"11320",26,"College",96231.7329783153,"Standard",0
"11321",22,"College",65007.7702644452,"Standard",0
"11322",19,"High School",63218.6509040131,"Standard",0
"11323",19,"High School",68506.7227837125,"Standard",0
"11324",19,"High School",51418.9228597146,"Truck",0
"11325",22,"College",87987.2821624125,"Standard",0
"11326",19,"High School",34364.094570244,"Standard",0
"11327",33,"College",118844.450824377,"Standard",1
"11328",19,"College",52742.0819888609,"Truck",0
"11329",18,"College",33938.5208969068,"Standard",0
"11330",24,"College",84369.1461552791,"Truck",0
"11331",20,"High School",42776.1967530873,"Truck",0
"11332",27,"College",114187.657008484,"Standard",0
"11333",19,"College",70691.3779522185,"Standard",0
"11334",18,"College",63232.7795476888,"Standard",1
"11335",47,"High School",104712.189224034,"Standard",0
"11336",30,"High School",89096.6611519267,"Truck",0
"11337",21,"College",89075.8596710372,"Standard",0
"11338",19,"High School",60468.5494208733,"Truck",0
"11339",19,"High School",51129.4439195558,"Truck",0
"11340",18,"College",38761.8863829886,"Standard",0
"11341",23,"College",74091.9308484388,"Standard",0
"11342",25,"College",101598.364678522,"Truck",0
"11343",19,"High School",62731.766438805,"Standard",0
"11344",35,"High School",79025.05709557,"Truck",0
"11345",29,"College",107107.922886884,"Luxury",0
"11346",19,"College",69102.4157887654,"Truck",0
"11347",20,"High School",65338.7302446934,"Standard",0
"11348",21,"College",70637.9277738263,"Standard",1
"11349",18,"High School",55274.0681407348,"Standard",0
"11350",20,"College",79243.0641255159,"Standard",1
"11351",37,"High School",87641.7442539066,"Standard",0
"11352",19,"College",49528.8488499768,"Truck",0
"11353",19,"College",64086.8004077112,"Truck",0
"11354",19,"High School",51608.7414714649,"Truck",2
"11355",40,"College",121158.851684266,"Luxury",0
"11356",21,"College",87004.0561496427,"Truck",0
"11357",34,"High School",104048.852774896,"Luxury",0
"11358",25,"College",107369.506059082,"Luxury",0
"11359",23,"High School",81795.5035181966,"Standard",0
"11360",28,"College",106591.365239466,"Luxury",0
"11361",18,"High School",47740.2958510033,"Truck",0
"11362",34,"College",112972.242382699,"Luxury",0
"11363",43,"High School",94480.4690945693,"Luxury",0
"11364",43,"High School",93005.4507374874,"Truck",0
"11365",20,"College",84344.665448737,"Truck",0
"11366",24,"High School",79472.3134121954,"Standard",0
"11367",19,"College",65805.7367455871,"Standard",0
"11368",28,"High School",88506.3008050468,"Standard",0
"11369",18,"High School",40493.0466598536,"Truck",0
"11370",18,"High School",43787.0444848332,"Standard",0
"11371",20,"High School",59110.8381575736,"Truck",0
"11372",27,"High School",108511.095530341,"Standard",0
"11373",24,"College",82807.5595298901,"Truck",0
"11374",28,"College",111338.447097381,"Truck",0
"11375",22,"College",90537.9392091501,"Standard",0
"11376",20,"College",79410.3085791983,"Standard",0
"11377",21,"College",76000.1038198781,"Standard",0
"11378",24,"College",93998.9791801518,"Truck",0
"11379",22,"College",101592.50095159,"Standard",0
"11380",20,"High School",72898.6696827075,"Truck",1
"11381",32,"College",122425.162584755,"Truck",0
"11382",20,"College",73218.724325316,"Truck",0
"11383",23,"College",92126.1942891719,"Standard",0
"11384",38,"High School",92842.4165416508,"Luxury",0
"11385",26,"College",91303.3496360742,"Standard",0
"11386",40,"College",116264.894234277,"Luxury",0
"11387",19,"College",68166.6775931607,"Truck",0
"11388",34,"College",137754.675656555,"Truck",0
"11389",21,"High School",61047.2272934965,"Standard",0
"11390",20,"College",74257.7299857115,"Standard",0
"11391",24,"College",118072.713381313,"Luxury",0
"11392",24,"High School",78302.163741309,"Truck",0
"11393",18,"College",38503.3930962553,"Standard",0
"11394",37,"College",96012.4622451219,"Truck",0
"11395",32,"College",122442.629720598,"Standard",0
"11396",24,"College",89016.0775862396,"Truck",0
"11397",31,"College",105373.561810617,"Standard",0
"11398",21,"High School",57222.5814451873,"Standard",0
"11399",22,"College",93530.7020892695,"Truck",0
"11400",19,"College",69094.0063668939,"Truck",0
"11401",18,"College",59268.9202570415,"Standard",0
"11402",25,"College",96793.4356800316,"Truck",0
"11403",37,"High School",89700.9978587376,"Standard",0
"11404",19,"College",57908.2298344738,"Truck",1
"11405",26,"College",93646.7592281695,"Truck",0
"11406",29,"High School",77602.9200418999,"Standard",0
"11407",41,"College",110552.905028851,"Standard",0
"11408",25,"High School",86703.9718378124,"Truck",0
"11409",18,"College",43563.2741399251,"Truck",0
"11410",28,"High School",76177.4524349546,"Truck",0
"11411",20,"College",70325.7446100698,"Truck",0
"11412",19,"College",39675.9000600284,"Standard",0
"11413",40,"College",133173.046273706,"Standard",0
"11414",23,"High School",62199.9963010778,"Standard",0
"11415",19,"High School",46833.7577990732,"Standard",1
"11416",23,"High School",84574.9591048741,"Standard",0
"11417",21,"College",69332.0309777368,"Standard",0
"11418",26,"College",95072.4567065959,"Truck",0
"11419",23,"College",98358.3536525402,"Standard",0
"11420",20,"High School",66239.3011975111,"Truck",0
"11421",27,"College",111404.394711761,"Standard",0
"11422",20,"High School",79191.4623053886,"Standard",0
"11423",23,"High School",73368.8697214648,"Truck",0
"11424",27,"High School",89233.6357160243,"Standard",0
"11425",22,"College",92128.8423772964,"Truck",0
"11426",18,"College",40732.6214406948,"Truck",0
"11427",20,"College",82028.9530599953,"Standard",0
"11428",20,"High School",51454.2299660665,"Standard",0
"11429",24,"High School",66538.5294047136,"Truck",0
"11430",21,"College",71905.8652676547,"Truck",0
"11431",23,"College",78770.0078365682,"Standard",0
"11432",18,"College",51688.8533108774,"Standard",0
"11433",22,"College",90420.9654175066,"Standard",0
"11434",18,"High School",38121.4404707118,"Standard",1
"11435",24,"College",96841.3637399649,"Truck",0
"11436",19,"High School",40738.2336780711,"Standard",0
"11437",32,"College",92055.4474325037,"Standard",0
"11438",18,"College",47582.7423885978,"Standard",0
"11439",18,"College",51428.9012039918,"Standard",0
"11440",34,"College",110779.231679584,"Luxury",0
"11441",21,"College",92354.9250049651,"Standard",0
"11442",41,"College",120431.673358678,"Standard",0
"11443",18,"College",68103.9581796034,"Truck",0
"11444",26,"College",111114.3833842,"Standard",0
"11445",24,"College",87762.9519648272,"Truck",0
"11446",20,"College",64557.365873078,"Truck",0
"11447",49,"College",138177.363652855,"Truck",0
"11448",22,"College",83477.9126129204,"Standard",0
"11449",18,"College",58597.2536014988,"Truck",0
"11450",19,"High School",65242.0518392561,"Truck",0
"11451",32,"College",106234.29914715,"Standard",0
"11452",21,"High School",49941.4572903031,"Standard",0
"11453",18,"College",60725.1055991408,"Truck",0
"11454",18,"College",51152.2599461984,"Standard",0
"11455",24,"College",92955.6553732269,"Luxury",0
"11456",21,"College",81107.8185627851,"Standard",0
"11457",30,"College",101928.831013942,"Standard",0
"11458",23,"High School",62710.4910761778,"Standard",0
"11459",25,"College",87878.5911012255,"Standard",0
"11460",21,"College",86278.4720882969,"Truck",0
"11461",21,"College",81119.3501835617,"Standard",0
"11462",21,"College",70368.5277726663,"Truck",0
"11463",24,"College",110199.835015834,"Luxury",0
"11464",26,"College",98000.1879906975,"Truck",0
"11465",20,"College",60728.4893837443,"Truck",0
"11466",20,"College",72889.9889544522,"Truck",0
"11467",21,"College",86542.504207672,"Standard",0
"11468",23,"College",90625.1737994363,"Truck",0
"11469",29,"College",114757.540372889,"Truck",0
"11470",26,"High School",78807.8950240456,"Standard",0
"11471",21,"College",80146.9823713702,"Standard",1
"11472",46,"College",135486.268558606,"Standard",0
"11473",33,"College",110032.45313866,"Standard",0
"11474",36,"College",118961.465864293,"Luxury",0
"11475",18,"College",53427.5673395418,"Standard",0
"11476",26,"College",106730.170636239,"Standard",0
"11477",19,"College",56601.9948898936,"Truck",0
"11478",25,"College",86978.8977424075,"Standard",0
"11479",30,"High School",74810.9483030236,"Truck",0
"11480",19,"High School",37384.2367769591,"Truck",0
"11481",22,"College",86700.7997089984,"Truck",0
"11482",20,"College",74148.1466144706,"Truck",0
"11483",24,"High School",85888.6865162699,"Truck",0
"11484",51,"College",144087.85866844,"Truck",0
"11485",28,"College",123163.318046694,"Standard",0
"11486",41,"High School",83541.6677342115,"Standard",0
"11487",20,"College",78578.734204975,"Standard",0
"11488",26,"College",102369.362284619,"Luxury",0
"11489",44,"College",130069.625618104,"Truck",0
"11490",26,"College",103789.474454605,"Standard",0
"11491",19,"College",73188.5758136388,"Truck",0
"11492",22,"High School",75300.2878538409,"Truck",0
"11493",23,"College",81164.2861069772,"Standard",0
"11494",34,"College",130037.12992413,"Truck",0
"11495",27,"College",114771.277459641,"Truck",0
"11496",24,"High School",46605.6913113996,"Standard",0
"11497",27,"College",119225.749884242,"Luxury",0
"11498",20,"High School",69007.6043993853,"Standard",0
"11499",21,"College",100916.442506068,"Luxury",1
"11500",19,"College",55221.0179899002,"Standard",0
"11501",25,"College",90204.8186169035,"Standard",0
"11502",22,"High School",65362.7670281171,"Standard",0
"11503",27,"College",117365.288032387,"Standard",0
"11504",37,"College",107730.971823039,"Luxury",0
"11505",25,"College",107327.936184851,"Standard",0
"11506",21,"College",91547.3005824379,"Standard",0
"11507",20,"High School",56133.9460434057,"Truck",0
"11508",18,"College",27835.9955287416,"Standard",0
"11509",19,"College",61474.0920866739,"Standard",0
"11510",19,"College",47610.1714185156,"Standard",0
"11511",23,"High School",64193.4489554064,"Standard",0
"11512",20,"College",84439.4352616037,"Truck",0
"11513",25,"College",96198.5781670304,"Luxury",0
"11514",36,"College",112610.939881983,"Luxury",0
"11515",19,"High School",55690.1666711428,"Standard",0
"11516",19,"College",72340.7614567644,"Standard",0
"11517",18,"College",45713.264380673,"Truck",0
"11518",18,"High School",28487.7269113583,"Standard",0
"11519",27,"College",102300.142708192,"Standard",1
"11520",52,"College",135913.638806597,"Luxury",0
"11521",21,"College",85473.1194185447,"Luxury",0
"11522",18,"College",57453.8514978051,"Standard",1
"11523",27,"College",104599.002097794,"Truck",0
"11524",26,"College",98907.7174641146,"Truck",0
"11525",44,"College",123122.272699305,"Luxury",0
"11526",20,"College",72745.4882935889,"Standard",0
"11527",18,"College",32119.9265511654,"Standard",0
"11528",39,"College",140090.196710846,"Truck",0
"11529",37,"High School",84004.1594880365,"Truck",0
"11530",22,"College",83157.472811034,"Standard",0
"11531",18,"High School",59073.7404964849,"Standard",0
"11532",24,"College",71916.9499277875,"Standard",0
"11533",20,"High School",67296.5296877288,"Standard",0
"11534",19,"High School",79399.8857974303,"Standard",0
"11535",18,"High School",53344.5619034294,"Truck",0
"11536",24,"College",97101.8387173239,"Standard",1
"11537",38,"College",116767.693846031,"Truck",0
"11538",18,"High School",40606.6180625914,"Standard",0
"11539",31,"High School",62787.7064559029,"Standard",0
"11540",33,"College",114973.018817561,"Standard",0
"11541",25,"College",117124.477675866,"Standard",0
"11542",18,"College",48158.2468791457,"Standard",0
"11543",25,"College",85248.9908272155,"Truck",0
"11544",32,"College",97499.0308148251,"Standard",0
"11545",20,"College",60851.4041811161,"Truck",0
"11546",20,"College",65616.699449723,"Truck",0
"11547",23,"High School",81982.2787246228,"Luxury",0
"11548",26,"College",88056.5159513559,"Standard",0
"11549",27,"High School",89738.1668307057,"Standard",0
"11550",18,"College",30067.3544997252,"Truck",0
"11551",28,"High School",66732.0496238015,"Truck",0
"11552",75,"College",157785.346446385,"Luxury",0
"11553",28,"College",92019.9529418999,"Standard",0
"11554",23,"High School",78128.5838781114,"Truck",0
"11555",18,"College",52020.3999943555,"Standard",0
"11556",20,"High School",68805.025227957,"Standard",0
"11557",20,"College",88533.6508987008,"Truck",0
"11558",22,"College",80292.2767735064,"Truck",0
"11559",53,"High School",87610.1360930453,"Standard",0
"11560",22,"College",87016.6497199212,"Standard",0
"11561",18,"College",29528.7715447471,"Standard",0
"11562",22,"College",76585.0502764617,"Standard",0
"11563",27,"High School",78368.9370321343,"Standard",0
"11564",30,"College",99869.8385651077,"Truck",0
"11565",19,"College",68197.2070292352,"Standard",0
"11566",20,"High School",45361.2379421816,"Standard",0
"11567",20,"College",62461.328617511,"Truck",0
"11568",20,"High School",76326.8937318067,"Standard",0
"11569",22,"College",85006.1871219549,"Standard",0
"11570",18,"High School",54061.0536417382,"Truck",0
"11571",26,"College",81363.3870242765,"Truck",0
"11572",20,"High School",53222.715824624,"Standard",0
"11573",29,"High School",69878.9203744095,"Standard",0
"11574",31,"College",114313.022788014,"Truck",0
"11575",18,"High School",52037.2423047919,"Standard",0
"11576",22,"High School",60783.4867059663,"Standard",0
"11577",38,"College",105196.22700982,"Standard",0
"11578",23,"College",80639.1874829594,"Truck",0
"11579",19,"High School",72014.969414057,"Standard",0
"11580",19,"High School",61355.2320247872,"Standard",0
"11581",18,"High School",59407.5522908353,"Standard",0
"11582",28,"College",115801.654531859,"Standard",0
"11583",19,"High School",66147.4122966192,"Truck",0
"11584",22,"College",79411.2570622514,"Truck",0
"11585",22,"College",73649.718770411,"Standard",0
"11586",28,"College",110440.826342172,"Standard",0
"11587",35,"College",118897.878833003,"Luxury",0
"11588",19,"High School",35315.8051367969,"Standard",0
"11589",20,"College",65453.4838432861,"Truck",0
"11590",19,"College",61226.7703091549,"Standard",0
"11591",25,"College",97855.9176429066,"Truck",0
"11592",18,"College",41005.7576077602,"Standard",0
"11593",29,"College",105876.617105322,"Truck",0
"11594",30,"College",114400.99433437,"Truck",0
"11595",23,"College",74914.5017726573,"Standard",0
"11596",20,"College",84264.1620076928,"Truck",0
"11597",30,"College",121542.091661919,"Standard",0
"11598",21,"College",75166.0002642025,"Truck",0
"11599",28,"College",113906.71516863,"Truck",0
"11600",20,"College",74209.3137334492,"Truck",0
"11601",24,"College",109539.181038693,"Truck",0
"11602",25,"High School",73972.3260959084,"Truck",0
"11603",22,"High School",89600.2187888397,"Truck",0
"11604",31,"College",113483.769123945,"Standard",0
"11605",21,"College",93143.9690746389,"Luxury",0
"11606",33,"College",111265.626689388,"Standard",0
"11607",28,"College",115970.22141513,"Standard",0
"11608",20,"College",72268.2274045105,"Standard",0
"11609",19,"College",56535.6000264921,"Standard",0
"11610",24,"College",98861.7995734022,"Luxury",0
"11611",30,"High School",74042.5829360596,"Standard",0
"11612",54,"High School",78601.3105033069,"Standard",0
"11613",32,"High School",68967.5162385097,"Standard",0
"11614",19,"College",64439.639720503,"Standard",0
"11615",27,"High School",66875.212742819,"Standard",0
"11616",20,"College",51376.4087980282,"Standard",0
"11617",33,"College",117940.86155608,"Luxury",0
"11618",19,"College",58129.3470579564,"Standard",0
"11619",23,"College",112982.712858141,"Standard",0
"11620",20,"College",77693.7140504771,"Standard",0
"11621",19,"High School",63010.9173848072,"Standard",0
"11622",23,"High School",59325.5591301109,"Standard",0
"11623",18,"College",54188.1469247304,"Truck",0
"11624",26,"High School",76139.8504624766,"Standard",0
"11625",24,"College",88103.4972461851,"Standard",0
"11626",18,"High School",30943.3906898049,"Truck",0
"11627",44,"College",120191.351422221,"Standard",0
"11628",20,"High School",73817.7243132428,"Truck",0
"11629",50,"High School",103234.383339426,"Standard",0
"11630",19,"College",61824.0410940469,"Truck",0
"11631",27,"High School",60702.9542799159,"Standard",0
"11632",18,"College",52329.6241849789,"Standard",0
"11633",20,"High School",52076.5996005094,"Standard",0
"11634",108,"College",143589.416453539,"Truck",4
"11635",20,"College",87592.2638733453,"Luxury",0
"11636",26,"College",90642.316550809,"Standard",0
"11637",18,"College",62893.4397228672,"Truck",0
"11638",18,"High School",57439.6699639357,"Truck",0
"11639",32,"College",118891.431862803,"Standard",0
"11640",19,"College",60039.7276024584,"Standard",0
"11641",22,"High School",74447.166608,"Truck",0
"11642",22,"College",80177.4848205875,"Standard",0
"11643",30,"College",117941.494774231,"Luxury",0
"11644",22,"College",84393.7134971395,"Standard",0
"11645",18,"College",36959.8089551911,"Standard",0
"11646",20,"College",68494.5720197653,"Standard",0
"11647",28,"College",99717.3958852462,"Standard",0
"11648",29,"High School",76578.4482009933,"Standard",0
"11649",19,"College",53937.9679434434,"Standard",0
"11650",19,"College",73998.3572455776,"Standard",0
"11651",58,"College",151022.690821716,"Truck",0
"11652",19,"College",69836.6615798252,"Truck",0
"11653",42,"College",106462.656058573,"Truck",0
"11654",19,"High School",47384.633842319,"Truck",0
"11655",39,"College",114927.259715936,"Standard",0
"11656",18,"College",43663.6638925209,"Standard",0
"11657",20,"College",59052.2145271663,"Truck",0
"11658",18,"High School",56535.7495411638,"Truck",0
"11659",20,"College",59041.9878121375,"Truck",0
"11660",33,"College",111087.323117004,"Luxury",1
"11661",47,"College",130920.624940244,"Standard",0
"11662",23,"College",85260.6053471927,"Truck",0
"11663",69,"College",134273.430283915,"Standard",0
"11664",20,"College",100671.482627457,"Standard",0
"11665",19,"College",53873.9326136125,"Truck",0
"11666",28,"High School",87311.8655341238,"Truck",0
"11667",22,"College",88433.9408001943,"Standard",0
"11668",33,"College",126777.688749211,"Truck",0
"11669",19,"College",59428.6302393625,"Standard",0
"11670",19,"College",58055.6731605105,"Standard",1
"11671",19,"High School",57482.6300462306,"Standard",0
"11672",28,"College",103912.066385052,"Truck",0
"11673",39,"High School",86317.5265935694,"Standard",0
"11674",19,"College",64227.4242713382,"Truck",0
"11675",23,"High School",89691.9174724259,"Standard",0
"11676",22,"College",98481.1757145682,"Standard",0
"11677",27,"College",113205.135699048,"Standard",0
"11678",29,"College",105675.373722575,"Truck",1
"11679",26,"College",92819.8556283473,"Luxury",1
"11680",28,"College",104371.793344249,"Truck",0
"11681",23,"College",99840.4144422857,"Luxury",0
"11682",88,"College",143785.40015471,"Standard",0
"11683",18,"High School",29893.2347463935,"Truck",0
"11684",19,"College",62702.331683606,"Standard",1
"11685",23,"College",79619.993962839,"Standard",0
"11686",22,"High School",74558.6593103956,"Truck",0
"11687",34,"College",111091.12001942,"Standard",0
"11688",21,"High School",63774.3615532821,"Truck",0
"11689",18,"College",46037.6901370506,"Truck",0
"11690",19,"College",78371.2115211232,"Truck",0
"11691",21,"High School",49357.9758406335,"Standard",0
"11692",20,"College",61364.7491662855,"Standard",0
"11693",21,"College",87292.0000902502,"Standard",0
"11694",27,"College",121295.138739302,"Luxury",1
"11695",35,"College",116592.807755199,"Truck",0
"11696",18,"High School",45135.8396192518,"Truck",0
"11697",22,"College",86841.4744621265,"Truck",0
"11698",19,"College",43501.7925473265,"Truck",0
"11699",22,"College",78975.7594264069,"Standard",0
"11700",38,"High School",95487.5666311429,"Standard",0
"11701",19,"High School",54680.0445861414,"Standard",0
"11702",27,"College",96762.9047474332,"Truck",0
"11703",21,"College",99562.818903975,"Standard",0
"11704",25,"High School",80006.1796478913,"Standard",0
"11705",28,"College",108405.621278844,"Standard",0
"11706",21,"College",84221.1932255737,"Standard",0
"11707",23,"College",104268.726784423,"Truck",0
"11708",19,"High School",74426.8088263342,"Truck",0
"11709",19,"College",50099.6399235324,"Standard",0
"11710",21,"High School",65441.7438863997,"Standard",0
"11711",52,"College",124898.843322094,"Standard",0
"11712",18,"High School",43353.6912238806,"Truck",0
"11713",18,"College",53703.5913118704,"Standard",0
"11714",18,"College",48560.8770935206,"Standard",0
"11715",19,"College",55283.8228757076,"Truck",0
"11716",23,"High School",74845.9398497773,"Truck",1
"11717",19,"College",70074.3969566425,"Standard",0
"11718",32,"College",126140.554716339,"Luxury",0
"11719",22,"High School",53139.1060895795,"Standard",0
"11720",23,"College",93128.5855466227,"Truck",0
"11721",26,"High School",88487.8484125289,"Standard",0
"11722",25,"College",101483.964814116,"Luxury",0
"11723",39,"College",120443.79950251,"Standard",0
"11724",31,"College",111618.081580198,"Standard",0
"11725",19,"College",64337.2102489648,"Standard",0
"11726",34,"College",109423.6782517,"Standard",0
"11727",35,"College",129449.47409017,"Standard",0
"11728",31,"College",111132.521001309,"Truck",0
"11729",18,"College",42404.9175806949,"Standard",2
"11730",30,"College",92514.4203344426,"Standard",0
"11731",20,"College",74693.9817930066,"Truck",0
"11732",26,"College",84020.7958635179,"Standard",0
"11733",23,"College",86012.6256298427,"Standard",1
"11734",30,"College",108865.080275338,"Standard",0
"11735",25,"College",86760.6870118003,"Standard",0
"11736",25,"College",96983.9192479119,"Standard",0
"11737",27,"High School",93271.7511378368,"Truck",1
"11738",18,"High School",62927.1458836468,"Truck",0
"11739",22,"High School",61382.4148342826,"Truck",0
"11740",26,"College",107422.899441623,"Standard",0
"11741",18,"College",46631.0989532307,"Standard",0
"11742",18,"College",54893.2869194791,"Truck",0
"11743",46,"College",129961.345670772,"Truck",0
"11744",36,"College",118661.456868396,"Standard",0
"11745",25,"High School",86286.181673113,"Standard",0
"11746",20,"High School",61385.2463289761,"Truck",0
"11747",27,"College",97877.3759808624,"Luxury",0
"11748",19,"College",56947.3173585443,"Standard",0
"11749",31,"College",105098.248138195,"Luxury",0
"11750",18,"College",34658.2291141258,"Truck",0
"11751",25,"College",100787.069756958,"Standard",0
"11752",18,"College",42033.4000806242,"Standard",0
"11753",21,"College",75065.9589634822,"Standard",0
"11754",18,"High School",57288.9913199713,"Standard",0
"11755",29,"High School",91747.8904374051,"Standard",0
"11756",32,"College",115140.196406266,"Luxury",0
"11757",18,"College",38284.4013841635,"Standard",0
"11758",20,"College",80687.786674088,"Truck",0
"11759",18,"High School",45140.0006762053,"Truck",0
"11760",35,"College",108470.857287416,"Truck",0
"11761",22,"High School",78058.6067523302,"Truck",0
"11762",24,"College",90685.3683613272,"Luxury",0
"11763",35,"High School",109496.885999975,"Standard",0
"11764",25,"High School",83234.9267207496,"Standard",0
"11765",18,"College",47532.3593843883,"Truck",0
"11766",24,"High School",76879.0128748459,"Standard",0
"11767",25,"College",103926.607346623,"Truck",0
"11768",23,"College",91629.828538366,"Standard",0
"11769",19,"High School",48846.2418007409,"Truck",0
"11770",26,"College",105726.366229337,"Truck",0
"11771",23,"College",93612.2706609263,"Standard",0
"11772",24,"High School",62806.3128742178,"Truck",0
"11773",23,"College",87357.0427655719,"Standard",0
"11774",21,"College",62514.7580174437,"Standard",0
"11775",30,"College",102876.103420508,"Standard",0
"11776",22,"High School",52669.468602079,"Standard",0
"11777",30,"High School",71051.2326855002,"Truck",0
"11778",21,"College",85886.8566908674,"Standard",0
"11779",19,"High School",52676.5503095997,"Truck",0
"11780",61,"High School",109634.414308481,"Truck",0
"11781",33,"College",93258.5711500296,"Truck",0
"11782",20,"High School",70495.681334415,"Truck",0
"11783",32,"High School",75885.089372103,"Standard",0
"11784",21,"College",80090.6420132821,"Standard",0
"11785",21,"High School",67451.3089306677,"Truck",0
"11786",19,"College",71132.0007402716,"Standard",1
"11787",28,"High School",94279.841310037,"Standard",0
"11788",25,"College",96528.7873959289,"Luxury",1
"11789",18,"College",47255.2934623706,"Truck",0
"11790",19,"High School",54901.8523467445,"Standard",0
"11791",23,"College",78199.724847875,"Standard",0
"11792",18,"College",47659.6386156585,"Standard",0
"11793",21,"High School",49521.716733416,"Standard",0
"11794",21,"College",103225.375026617,"Standard",0
"11795",56,"High School",119651.124518287,"Luxury",0
"11796",23,"High School",76479.224712405,"Standard",0
"11797",20,"College",67010.5300918785,"Truck",0
"11798",19,"High School",56228.496113756,"Standard",0
"11799",20,"College",62293.6698566383,"Standard",0
"11800",29,"College",97916.5719781274,"Standard",0
"11801",54,"High School",109233.83105263,"Standard",0
"11802",24,"College",91111.0348629663,"Standard",0
"11803",25,"College",86147.1619986042,"Standard",1
"11804",23,"College",80679.0135637996,"Standard",0
"11805",18,"College",56935.5023260529,"Standard",0
"11806",22,"College",80664.4478165113,"Standard",0
"11807",19,"High School",52395.6333668295,"Standard",0
"11808",32,"College",94355.99953969,"Standard",0
"11809",18,"High School",49135.2429686833,"Standard",0
"11810",28,"College",88570.9806615001,"Truck",0
"11811",22,"High School",64650.6653534358,"Standard",0
"11812",18,"College",41492.9692406787,"Truck",0
"11813",21,"College",88894.3147136092,"Standard",0
"11814",29,"College",116762.577580892,"Truck",0
"11815",21,"College",89408.413229335,"Standard",0
"11816",19,"College",56626.4336175359,"Standard",1
"11817",19,"College",59437.1971571306,"Truck",0
"11818",18,"College",63769.6083714158,"Truck",0
"11819",24,"College",83658.7407080498,"Truck",0
"11820",18,"High School",21580.8145728082,"Standard",0
"11821",21,"College",78715.3419275814,"Truck",0
"11822",19,"College",70376.219147585,"Standard",0
"11823",39,"College",123125.066148982,"Luxury",0
"11824",18,"College",44187.8924848835,"Standard",2
"11825",18,"College",59741.0517747827,"Standard",0
"11826",45,"High School",82604.0407901431,"Truck",0
"11827",21,"College",89717.0718993615,"Luxury",0
"11828",28,"College",78603.9637078216,"Standard",0
"11829",18,"College",7475.23242749969,"Truck",0
"11830",21,"College",73466.6996825947,"Standard",1
"11831",28,"College",103888.109202098,"Standard",0
"11832",20,"College",84784.3847460683,"Standard",0
"11833",18,"High School",49412.8067794296,"Standard",0
"11834",56,"College",149594.665662318,"Luxury",0
"11835",18,"College",34381.7552895677,"Standard",0
"11836",24,"High School",69839.1962169933,"Standard",0
"11837",36,"High School",76796.3798238787,"Standard",0
"11838",23,"College",93658.6030510738,"Standard",0
"11839",21,"High School",74259.2805420412,"Truck",0
"11840",18,"High School",50100.7406682967,"Standard",0
"11841",34,"College",136051.188815979,"Luxury",0
"11842",23,"High School",75383.9756256361,"Truck",0
"11843",23,"College",66805.8919186779,"Truck",0
"11844",24,"High School",64150.1174710581,"Truck",0
"11845",43,"College",136141.600135445,"Luxury",0
"11846",21,"College",74589.4078583896,"Truck",0
"11847",29,"College",99930.0060123038,"Standard",0
"11848",26,"College",114738.983060098,"Standard",0
"11849",20,"High School",53844.6908936236,"Truck",0
"11850",30,"High School",77557.0949330487,"Standard",0
"11851",33,"High School",90503.1747989468,"Standard",0
"11852",23,"College",92142.845848136,"Luxury",0
"11853",22,"College",79201.5492119011,"Truck",0
"11854",21,"High School",84137.943770576,"Standard",0
"11855",23,"High School",68373.5982764516,"Truck",0
"11856",44,"College",131130.903569674,"Luxury",0
"11857",46,"College",121369.493307626,"Standard",0
"11858",18,"College",55742.637387811,"Standard",1
"11859",42,"College",117542.981518821,"Truck",0
"11860",21,"High School",65311.0335352184,"Standard",0
"11861",20,"College",76842.6387944895,"Standard",0
"11862",34,"College",97634.8284055045,"Truck",0
"11863",19,"College",32096.5292319168,"Standard",0
"11864",18,"High School",24762.2498355801,"Standard",0
"11865",19,"College",48496.6718738897,"Standard",0
"11866",31,"High School",73394.7886337429,"Standard",0
"11867",18,"College",49925.3995179771,"Truck",0
"11868",20,"College",63420.8124732801,"Standard",0
"11869",29,"College",137843.001564074,"Standard",0
"11870",22,"College",66733.3396851852,"Truck",0
"11871",26,"College",90546.6181176887,"Truck",0
"11872",22,"College",84767.7811575554,"Standard",0
